Seed,Range Magnitude,X_parallel,Y_parallel,Time_parallel,CPU_parallel,X_sequential,Y_sequential,Time_sequential,CPU_sequential
5,10,9,4,1.6144514083862305,29.8,9,4,0.0010018348693847656,0.0
5,100,79,32,9.367618083953857,45.7,79,32,0.009007930755615234,0.0
5,200,159,65,50.47052335739136,16.2,159,65,0.035031795501708984,3.2
5,300,130,183,50.17557430267334,15.8,130,183,0.033029794692993164,6.1
5,500,318,130,132.7287871837616,11.4,318,130,0.13312053680419922,5.4
